Department  ,Division,Position Title,Employee Status,Initial Hire Date,Date in Position,Fair Labor Standards Act (FLSA) ,Base Salary
Commissioner of the Revenue,Commissioner of Revenue,Deputy III - COR,State Comp Board Retirement,2/9/09,3/25/23,Exempt,"60,530.94"
Commissioner of the Revenue,Commissioner of Revenue,Deputy III - COR,State Comp Board Retirement,2/8/08,3/26/22,Exempt,"62,210.75"
Commissioner of the Revenue,Commissioner of Revenue,Deputy III - COR,Permanent Full-time,11/23/97,8/12/23,Exempt,"65,417.54"
Commissioner of the Revenue,Commissioner of Revenue,Commissioner of the Revenue,State Comp Board Retirement,10/3/17,4/1/21,Exempt,"211,043.31"
Commissioner of the Revenue,Commissioner of Revenue,Chief Deputy - COR,State Comp Board Retirement,12/21/90,6/5/21,Exempt,"130,302.36"
Commissioner of the Revenue,Commissioner of Revenue,Administrative Manager - COR,State Comp Board Retirement,3/8/16,1/1/22,Exempt,"107,035.56"
Commissioner of the Revenue,Commissioner of Revenue,Deputy II - COR,State Comp Board Retirement,12/8/01,7/31/21,Nonexempt,28.57
Commissioner of the Revenue,Commissioner of Revenue,Deputy I - COR,State Comp Board Retirement,8/15/22,9/23/23,Nonexempt,20.23
Commissioner of the Revenue,Commissioner of Revenue,Deputy II - COR,State Comp Board Retirement,11/12/19,3/27/23,Nonexempt,26.52
Commissioner of the Revenue,Commissioner of Revenue,Supervising Deputy - COR,State Comp Board Retirement,11/1/94,11/7/15,Exempt,"87,887.03"
Commissioner of the Revenue,Commissioner of Revenue,Deputy II - COR,State Comp Board Retirement,9/30/02,3/25/23,Nonexempt,28.6
Commissioner of the Revenue,Commissioner of Revenue,Administrative Manager - COR,State Comp Board Retirement,11/1/89,10/23/01,Exempt,"84,724.56"
Commissioner of the Revenue,Commissioner of Revenue,Supervising Deputy - COR,Permanent Full-time,10/8/03,3/17/14,Exempt,"115,020.44"
Commissioner of the Revenue,Commissioner of Revenue,Deputy III - COR,State Comp Board Retirement,1/21/03,10/15/18,Exempt,"66,557.75"
Commissioner of the Revenue,Commissioner of Revenue,Deputy II - COR,State Comp Board Retirement,10/12/03,3/28/22,Nonexempt,29.85
Commissioner of the Revenue,Commissioner of Revenue,Deputy III - COR,Permanent Full-time,4/15/98,8/13/22,Exempt,"72,450.00"
Commissioner of the Revenue,Commissioner of Revenue,Deputy II - COR,State Comp Board Retirement,4/24/21,6/17/23,Nonexempt,24.59
Commissioner of the Revenue,Commissioner of Revenue,Deputy II - COR,State Comp Board Retirement,1/11/99,5/23/00,Nonexempt,26.32
City Treasurer,City Treasurer,Supervising Deputy-TR,State Comp Board Retirement,10/23/96,4/1/17,Exempt,"82,469.84"
City Treasurer,City Treasurer,Deputy IV - TR,State Comp Board Retirement,12/5/12,11/21/13,Exempt,"69,145.29"
City Treasurer,City Treasurer,Deputy II - TR,State Comp Board Retirement,11/21/16,8/15/22,Nonexempt,22.19
City Treasurer,City Treasurer,Deputy II - TR,State Comp Board Retirement,9/8/15,1/2/24,Nonexempt,28.93
City Treasurer,City Treasurer,Deputy I - TR,State Comp Board Retirement,1/2/24,3/2/24,Nonexempt,19.56
City Treasurer,City Treasurer,Deputy II - TR,State Comp Board Retirement,9/23/99,4/1/17,Nonexempt,32.31
City Treasurer,City Treasurer,Chief Deputy - TR,State Comp Board Retirement,1/16/89,3/27/14,Exempt,"114,734.30"
City Treasurer,City Treasurer,Deputy I - TR,State Comp Board Retirement,4/30/18,4/30/18,Nonexempt,24.54
City Treasurer,City Treasurer,Deputy IV - TR,State Comp Board Retirement,5/2/14,10/1/18,Exempt,"63,709.00"
City Treasurer,City Treasurer,Deputy II - TR,State Comp Board Retirement,2/8/21,2/8/21,Nonexempt,24.54
City Treasurer,City Treasurer,Deputy III - TR,State Comp Board Retirement,10/17/05,8/23/12,Exempt,"73,122.75"
City Treasurer,City Treasurer,Deputy II - TR,State Comp Board Retirement,2/20/18,9/2/19,Nonexempt,23.37
City Treasurer,City Treasurer,Chief Deputy - TR,State Comp Board Retirement,12/1/86,5/1/17,Exempt,"140,786.13"
City Treasurer,City Treasurer,Deputy III - TR,State Comp Board Retirement,10/8/95,5/21/13,Exempt,"58,866.66"
City Treasurer,City Treasurer,Deputy II - TR,State Comp Board Retirement,10/7/91,6/23/03,Nonexempt,22.13
City Treasurer,City Treasurer,Deputy I - TR,State Comp Board Retirement,1/4/20,1/4/20,Nonexempt,23.04
City Treasurer,City Treasurer,Deputy II - TR,Permanent Full-time,7/23/98,1/2/24,Nonexempt,"56,128.05"
City Treasurer,City Treasurer,Deputy I - TR,State Comp Board Retirement,4/16/18,4/16/18,Nonexempt,20.86
City Treasurer,City Treasurer,Deputy II - TR,State Comp Board Retirement,3/1/17,8/15/22,Nonexempt,22.19
City Treasurer,City Treasurer,Administrative Manager - TR,State Comp Board Retirement,2/26/73,5/15/17,Exempt,"73,555.87"
City Treasurer,City Treasurer,Deputy I - TR,State Comp Board Retirement,1/2/24,1/2/24,Nonexempt,19.56
City Treasurer,City Treasurer,Deputy I - TR,State Comp Board Retirement,4/16/18,4/16/18,Nonexempt,22.05
City Treasurer,City Treasurer,City Treasurer - TR,State Comp Board Retirement,7/1/96,1/1/18,Exempt,"211,416.21"
City Treasurer,City Treasurer,Deputy II - TR,State Comp Board Retirement,5/1/00,6/23/03,Nonexempt,27.07
City Treasurer,City Treasurer,Deputy I - TR,State Comp Board Retirement,1/2/24,1/2/24,Nonexempt,19.56
City Treasurer,City Treasurer,Deputy II - TR,State Comp Board Retirement,8/22/16,8/22/16,Nonexempt,27.34
City Treasurer,City Treasurer,Deputy I - TR,State Comp Board Retirement,8/15/22,8/15/22,Nonexempt,19.56
City Treasurer,City Treasurer,Deputy II - TR,State Comp Board Retirement,5/17/21,5/17/21,Nonexempt,24.54
City Treasurer,City Treasurer,Supervising Deputy-TR,State Comp Board Retirement,4/7/14,4/7/14,Exempt,"92,998.89"
City Treasurer,City Treasurer,Deputy I - TR,State Comp Board Retirement,6/22/06,3/9/24,Nonexempt,19.56
City Treasurer,City Treasurer,Deputy I - TR,State Comp Board Retirement,7/12/21,7/12/21,Nonexempt,23.04
Clerk of the Circuit Court,Clerk of the Circuit Court,Deputy Clerk II-CC,State Comp Board Retirement,8/24/19,7/6/21,Nonexempt,25.26
Clerk of the Circuit Court,Clerk of the Circuit Court,Deputy Clerk I-CC,State Comp Board Retirement,1/31/22,1/31/22,Nonexempt,21.45
Clerk of the Circuit Court,Clerk of the Circuit Court,In Court Clerk-CC,State Comp Board Retirement,6/10/08,9/9/19,Nonexempt,28.76
Clerk of the Circuit Court,Clerk of the Circuit Court,Deputy Clerk III-CC,State Comp Board Retirement,2/16/17,3/23/24,Nonexempt,28.11
Clerk of the Circuit Court,Clerk of the Circuit Court,Supervising Deputy Clerk-CC,State Comp Board Retirement,9/13/04,5/1/21,Exempt,"96,565.97"
Clerk of the Circuit Court,Clerk of the Circuit Court,Administrative Assistant - CC,State Comp Board Retirement,5/21/18,7/30/24,Exempt,"72,169.59"
Clerk of the Circuit Court,Clerk of the Circuit Court,Deputy Clerk II-CC,State Comp Board Retirement,11/17/08,3/9/19,Nonexempt,26.65
Clerk of the Circuit Court,Clerk of the Circuit Court,Deputy Clerk III-CC,State Comp Board Retirement,4/4/13,6/1/17,Nonexempt,26.79
Clerk of the Circuit Court,Clerk of the Circuit Court,Deputy Clerk I-CC,State Comp Board Retirement,11/18/23,11/18/23,Nonexempt,21.45
Clerk of the Circuit Court,Clerk of the Circuit Court,Supervising Deputy Clerk-CC,State Comp Board Retirement,11/23/94,11/22/04,Exempt,"103,730.38"
Clerk of the Circuit Court,Clerk of the Circuit Court,Supervising Deputy Clerk-CC,State Comp Board Retirement,8/2/10,8/2/10,Exempt,"119,089.29"
Clerk of the Circuit Court,Clerk of the Circuit Court,In Court Clerk-CC,State Comp Board Retirement,3/31/14,8/13/18,Nonexempt,29.16
Clerk of the Circuit Court,Clerk of the Circuit Court,In Court Clerk-CC,State Comp Board Retirement,9/11/12,12/3/18,Nonexempt,29.17
Clerk of the Circuit Court,Clerk of the Circuit Court,Administrative Assistant - CC,State Comp Board Retirement,5/14/07,4/23/18,Exempt,"74,580.57"
Clerk of the Circuit Court,Clerk of the Circuit Court,Deputy Clerk III-CC,State Comp Board Retirement,3/8/04,7/1/08,Nonexempt,29.03
Clerk of the Circuit Court,Clerk of the Circuit Court,Supervising Deputy Clerk-CC,State Comp Board Retirement,3/29/99,2/16/18,Exempt,"103,568.36"
Clerk of the Circuit Court,Clerk of the Circuit Court,Administrative Assistant - CC,State Comp Board Retirement,5/17/77,6/23/04,Exempt,"65,970.25"
Clerk of the Circuit Court,Clerk of the Circuit Court,In Court Clerk-CC,State Comp Board Retirement,11/30/06,2/6/18,Nonexempt,26.63
Clerk of the Circuit Court,Clerk of the Circuit Court,Clerk of the Circuit Court,State Comp Board Retirement,1/15/94,1/1/04,Exempt,"211,817.90"
Clerk of the Circuit Court,Clerk of the Circuit Court,Deputy Clerk II-CC,State Comp Board Retirement,12/18/06,3/25/16,Nonexempt,25.64
Clerk of the Circuit Court,Clerk of the Circuit Court,Chief Deputy Circuit Court,State Comp Board Retirement,5/16/96,1/1/04,Exempt,"172,788.97"
Clerk of the Circuit Court,Clerk of the Circuit Court,Deputy Clerk I-CC,State Comp Board Retirement,7/17/21,7/17/21,Nonexempt,22.77
Clerk of the Circuit Court,Clerk of the Circuit Court,Administrative Assistant - CC,State Comp Board Retirement,1/25/20,3/25/23,Exempt,"71,929.02"
Clerk of the Circuit Court,Clerk of the Circuit Court,Comptroller-CC,State Comp Board Retirement,1/1/04,6/23/04,Exempt,"95,313.08"
Clerk of the Circuit Court,Clerk of the Circuit Court,Deputy Clerk I-CC,State Comp Board Retirement,8/16/21,8/16/21,Nonexempt,21.75
Clerk of the Circuit Court,Clerk of the Circuit Court,Administrative Manager-CC,State Comp Board Retirement,6/15/09,12/1/20,Exempt,"68,529.11"
Clerk of the Circuit Court,Clerk of the Circuit Court,Deputy Clerk I-CC,State Comp Board Retirement,1/17/23,1/17/23,Nonexempt,21.38
Clerk of the Circuit Court,Clerk of the Circuit Court,Deputy Clerk I-CC,State Comp Board Retirement,9/27/21,9/27/21,Nonexempt,21.75
Clerk of the Circuit Court,Clerk of the Circuit Court,Deputy Clerk I-CC,State Comp Board Retirement,6/2/21,6/2/21,Nonexempt,22.12
Clerk of the Circuit Court,Clerk of the Circuit Court,Deputy Clerk II-CC,State Comp Board Retirement,6/5/13,7/6/21,Nonexempt,26.62
Circuit Court Judges,Circuit Court Judges,Legal Secretary II-LD,Permanent Full-time,12/22/97,8/23/17,Nonexempt,"64,172.48"
Circuit Court Judges,Circuit Court Judges,Legal Assistant,Permanent Full-time,11/28/94,7/1/05,Nonexempt,"74,342.65"
Circuit Court Judges,Circuit Court Judges,Law Clerk,Special Project,8/12/24,8/12/24,Exempt,"68,220.00"
Circuit Court Judges,Circuit Court Judges,Legal Secretary II-LD,Permanent Full-time,7/23/96,8/4/04,Nonexempt,"69,770.01"
Circuit Court Judges,Circuit Court Judges,Program Supervisor,Special Project w/ Retirement,2/27/21,2/27/21,Exempt,"72,869.85"
Circuit Court Judges,Circuit Court Judges,Law Clerk,Special Project,8/12/24,8/12/24,Exempt,"68,220.00"
Circuit Court Judges,Circuit Court Judges,Law Clerk,Special Project,8/12/24,8/12/24,Exempt,"68,220.00"
Circuit Court Judges,Circuit Court Judges,Legal Secretary II-LD,Permanent Full-time,7/26/21,7/26/21,Nonexempt,"63,330.36"
Circuit Court Judges,Circuit Court Judges,Law Clerk,Special Project,8/24/24,8/24/24,Exempt,"68,220.00"
Circuit Court Judges,Circuit Court Judges,Mgmt Services Administrator,Permanent Full-time,11/8/21,11/8/21,Exempt,"99,274.61"
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att I,State Comp Board Retirement,6/3/24,6/3/24,Exempt,"84,862.57"
Commonwealths Attorney,Commonwealth's Attorney,Paralegal CWA,Permanent Full-time,5/15/02,11/23/11,Nonexempt,"58,434.81"
Commonwealths Attorney,Commonwealth's Attorney,Public Information Spec II,State Comp Board Retirement,4/17/00,7/27/23,Exempt,"64,610.00"
Commonwealths Attorney,Commonwealth's Attorney,Paralegal CWA,State Comp Board Retirement,10/25/93,5/15/96,Nonexempt,28.13
Commonwealths Attorney,Commonwealth's Attorney,Executive Secy/Assistant CWA,State Comp Board Retirement,9/17/07,10/18/10,Nonexempt,30.56
Commonwealths Attorney,Commonwealth's Attorney,Commonwealth's Attorney,State Comp Board Retirement,8/23/12,1/1/22,Exempt,"218,093.76"
Commonwealths Attorney,Commonwealth's Attorney,Legal Administrator CWA,State Comp Board Retirement,2/25/23,7/13/24,Exempt,"92,000.22"
Commonwealths Attorney,Victim Witness Assistance Gran,Victim/Witness Prg Advocate,Special Project w/ Retirement,5/28/24,5/28/24,Nonexempt,22.12
Commonwealths Attorney,Victim Witness Assistance Gran,Victim/Witness Prg Advocate,Special Project w/ Retirement,3/7/22,1/27/24,Nonexempt,22.93
Commonwealths Attorney,Commonwealth's Attorney,Paralegal CWA,Permanent Full-time,8/22/05,9/14/19,Nonexempt,"58,434.81"
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att II,State Comp Board Retirement,8/15/22,8/15/22,Exempt,"94,362.23"
Commonwealths Attorney,Commonwealth's Attorney,Paralegal CWA,State Comp Board Retirement,7/24/17,11/5/18,Nonexempt,28.09
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att III,Permanent Full-time,5/18/05,10/1/24,Exempt,"107,479.13"
Commonwealths Attorney,Commonwealth's Attorney,Paralegal CWA,Special Project w/ Retirement,1/3/06,7/1/24,Nonexempt,21.59
Commonwealths Attorney,Commonwealth's Attorney,Paralegal CWA,State Comp Board Retirement,6/26/06,7/1/24,Nonexempt,24.52
Commonwealths Attorney,Victim Witness Assistance Gran,Victim/Witness Prg Advocate,Special Project w/ Retirement,9/16/24,9/16/24,Nonexempt,22.12
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att I,Permanent Full-time,8/21/23,4/20/24,Exempt,"84,862.68"
Commonwealths Attorney,Commonwealth's Attorney,Legal Administrator CWA,State Comp Board Retirement,9/23/04,10/25/21,Exempt,"87,563.19"
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att III,State Comp Board Retirement,8/30/24,8/30/24,Exempt,"107,479.00"
Commonwealths Attorney,Victim Witness Assistance Gran,Victim/Witness Prog Asst Dir,Special Project w/ Retirement,6/21/05,9/26/22,Nonexempt,27.4
Commonwealths Attorney,Victim Witness Assistance Gran,Victim/Witness Prg Advocate,Special Project w/ Retirement,4/9/12,7/2/14,Nonexempt,22.12
Commonwealths Attorney,Commonwealth's Attorney,Paralegal CWA,State Comp Board Retirement,6/19/00,4/18/07,Nonexempt,28.09
Commonwealths Attorney,Commonwealth's Attorney,Paralegal CWA,State Comp Board Retirement,7/27/16,6/17/23,Nonexempt,28.09
Commonwealths Attorney,Commonwealth's Attorney,Deputy Commonwealth's Att,State Comp Board Retirement,1/1/22,1/1/22,Exempt,"150,726.25"
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att I,Special Project w/ Retirement,9/18/23,8/5/24,Exempt,"84,862.68"
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att II,Permanent Full-time,5/6/23,8/5/24,Exempt,"94,362.23"
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att III,State Comp Board Retirement,4/1/24,4/1/24,Exempt,"126,660.71"
Commonwealths Attorney,Commonwealth's Attorney,Paralegal CWA,State Comp Board Retirement,1/29/99,4/10/06,Nonexempt,28.09
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att II,State Comp Board Retirement,1/3/22,5/7/22,Exempt,"94,362.23"
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att III,State Comp Board Retirement,12/27/18,8/3/19,Exempt,"106,841.99"
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att III,State Comp Board Retirement,8/16/21,8/16/21,Exempt,"126,660.71"
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att II,State Comp Board Retirement,8/15/22,9/11/23,Exempt,"94,362.23"
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att III,State Comp Board Retirement,3/17/08,8/14/21,Exempt,"107,479.15"
Commonwealths Attorney,Commonwealth's Attorney,Executive Secy/Assistant CWA,State Comp Board Retirement,10/4/00,1/4/20,Nonexempt,30.56
Commonwealths Attorney,Victim Witness Assistance Gran,Victim/Witness Prg Advocate,Special Project w/ Retirement,10/5/24,10/5/24,Nonexempt,22.12
Commonwealths Attorney,Commonwealth's Attorney,Legal Secretary II CWA,State Comp Board Retirement,7/1/96,9/9/96,Nonexempt,28.11
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att II,State Comp Board Retirement,8/15/22,2/11/23,Exempt,"94,362.23"
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att III,State Comp Board Retirement,2/28/22,2/28/22,Exempt,"121,274.06"
Commonwealths Attorney,Commonwealth's Attorney,Paralegal CWA,State Comp Board Retirement,8/10/98,7/23/07,Nonexempt,28.09
Commonwealths Attorney,Commonwealth's Attorney,Legal Secretary I CWA,State Comp Board Retirement,5/29/18,7/13/24,Nonexempt,23.08
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att III,State Comp Board Retirement,4/11/22,9/24/22,Exempt,"107,479.15"
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att III,State Comp Board Retirement,8/7/17,8/7/17,Exempt,"126,660.71"
Commonwealths Attorney,Commonwealth's Attorney,Chief Dep Commonwealth's Att,State Comp Board Retirement,8/28/06,1/1/22,Exempt,"180,267.99"
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att II,Special Project w/ Retirement,6/26/23,1/15/24,Exempt,"94,362.23"
Commonwealths Attorney,Victim Witness Assistance Gran,Victim/Witness Prg Advocate,Special Project w/ Retirement,7/7/97,9/10/22,Nonexempt,27.76
Commonwealths Attorney,Commonwealth's Attorney,Paralegal CWA,Permanent Full-time,12/8/98,6/11/07,Nonexempt,"58,434.81"
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att II,State Comp Board Retirement,7/15/23,7/15/23,Exempt,"94,362.23"
Commonwealths Attorney,Commonwealth's Attorney,Legal Secretary I CWA,State Comp Board Retirement,8/13/12,9/6/22,Nonexempt,20.4
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att III,State Comp Board Retirement,9/14/20,9/14/20,Exempt,"107,479.15"
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att II,Permanent Full-time,8/22/22,8/22/22,Exempt,"94,362.23"
Commonwealths Attorney,Commonwealth's Attorney,Paralegal CWA,State Comp Board Retirement,5/1/13,8/29/22,Nonexempt,28.1
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att I,Permanent Full-time,8/21/23,8/21/23,Exempt,"84,862.68"
Commonwealths Attorney,Victim Witness Assistance Gran,Victim/Witness Prg Advocate,Special Project w/ Retirement,2/11/23,2/11/23,Nonexempt,22.12
Commonwealths Attorney,Victim Witness Assistance Gran,Victim/Witness Prog Asst Dir,Special Project w/ Retirement,6/17/19,1/1/22,Nonexempt,27.4
Commonwealths Attorney,Commonwealth's Attorney,Office Assistant,Casual Part-time,3/23/15,6/21/22,Nonexempt,19.72
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att III,State Comp Board Retirement,10/4/21,10/4/21,Exempt,"126,660.60"
Commonwealths Attorney,Commonwealth's Attorney,Legal Secretary II CWA,State Comp Board Retirement,5/1/00,7/18/06,Nonexempt,28.1
Commonwealths Attorney,Commonwealth's Attorney,Paralegal CWA,State Comp Board Retirement,3/18/23,7/13/24,Nonexempt,28.09
Commonwealths Attorney,Commonwealth's Attorney,Legal Secretary I CWA,State Comp Board Retirement,9/14/20,9/14/20,Nonexempt,20.4
Commonwealths Attorney,Commonwealth's Attorney,Legal Secretary I CWA,State Comp Board Retirement,6/27/16,3/21/22,Nonexempt,20.43
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att I,State Comp Board Retirement,3/23/24,4/20/24,Exempt,"84,862.68"
Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att II,State Comp Board Retirement,4/19/22,4/19/22,Exempt,"94,362.23"
